OP;MARCA;ARTICULO;DESCRIPCION;RUBRO;STOCK_TXT;PVC;IVA;II;MKUP;PVL;OFF;IMAGEN_URL_1;IMAGEN_URL_2;IMAGEN_URL_3;IMAGEN_URL_4;IMAGEN_URL_5;NUEVO_INGRESO;CONDICION
5619;DADDARIO Strings;EJ26-3D;Encordado | Acustica | 011-015-022-032-042-052 | Phosphor Bronce 80/20 |Custom Light | Pack x 3;Cuerdas y Encordados;>10;41767.26;0.21;0;0.45;73280.661;;https://todomusica.com.ar/1883-large_default/img.jpg;https://todomusica.com.ar/1883-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EJ27H;Encordado | Clasica | 029-033-041-030-036-044 | Nylon | Hard Tension MCx10;Cuerdas y Encordados;>10;14857.63;0.21;0;0.45;26067.708;;https://todomusica.com.ar/12609-large_default/img.jpg;https://todomusica.com.ar/12609-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ27N;Encordado | Clasica | 029-034-045-031-036-045 | Nylon | Normal Tension MCx10;Cuerdas y Encordados;>10;14428.67;0.21;0;0.45;25315.1;;https://todomusica.com.ar/1884-large_default/img.jpg;https://todomusica.com.ar/1884-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ27N-3D;3-Pack Classical Guitar Silverplated Nylon Normal Tension;Cuerdas y Encordados;>10;36902;0.21;0;0.45;64744.559;;https://todomusica.com.ar/30291-large_default/img.jpg;https://todomusica.com.ar/30291-large_default/img.jpg; https://todomusica.com.ar/30292-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ29;Encordado | Clasica | 027-031-039-028-033-042 | Nylon entorchado plateado | PRO-ARTe | Moderate Tension  MCx5;Cuerdas y Encordados;<10;22656.91;0.21;0;0.45;39751.549;;https://todomusica.com.ar/25619-large_default/img.jpg;https://todomusica.com.ar/25619-large_default/img.jpg; https://todomusica.com.ar/25620-large_default/img.jpg; https://todomusica.com.ar/25621-large_default/img.jpg;0;SI;
5619;DADDARIO Strings;EJ31;"Encordado | Clasica | 029-033-041-030-036-044 | Nylon rectificado plateado | PRO-ARTe | Hard Tension 
";Cuerdas y Encordados;<10;21873.29;0.21;0;0.45;38376.687;;https://todomusica.com.ar/30274-large_default/img.jpg;https://todomusica.com.ar/30274-large_default/img.jpg; https://todomusica.com.ar/30275-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ36;Encordado | Acustica 12c | 010x2-014x2-023-008-030-012-039-018-047-027 | Bronce 80/20 |Light |;Cuerdas y Encordados;>10;21915.98;0.21;0;0.45;38451.586;;https://todomusica.com.ar/3594-large_default/img.jpg;https://todomusica.com.ar/3594-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ38;Encordado | Acustica 12c | 010x2-014x2-023-008-030-012-039-018-047-027 | Phosphor Bronce 80/20 |Light |;Cuerdas y Encordados;>10;24755.1;0.21;0;0.45;43432.817;;https://todomusica.com.ar/12968-large_default/img.jpg;https://todomusica.com.ar/12968-large_default/img.jpg; https://todomusica.com.ar/24429-large_default/img.jpg; https://todomusica.com.ar/24430-large_default/img.jpg; https://todomusica.com.ar/24431-large_default/img.jpg;SI;INGRESANDO
5619;DADDARIO Strings;EJ41;Encordado | Acustica 12c | 009x2-013x2-021-011-036-016-045-026 | Phosphor Bronce  |  Extra Light;Cuerdas y Encordados;>10;26400.57;0.21;0;0.45;46319.804;;https://todomusica.com.ar/30323-large_default/img.jpg;https://todomusica.com.ar/30322-large_default/img.jpg; https://todomusica.com.ar/30323-large_default/img.jpg;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ43;Encordado | Clasica | 0275-0317-0397-028-033-042 | Nylon | PRO-ARTe | Light Tension MCx5;Cuerdas y Encordados;>10;22149.97;0.21;0;0.45;38862.127;;;;;;;SI;
5619;DADDARIO Strings;EJ44;Encordado | Clasica | 029-0333-0416-030-036-045 | Nylon | PRO-ARTe | Extra Hard Tension MCx5;Cuerdas y Encordados;>10;22149.97;0.21;0;0.45;38862.127;;https://todomusica.com.ar/1887-large_default/img.jpg;https://todomusica.com.ar/1887-large_default/img.jpg; https://todomusica.com.ar/24432-large_default/img.jpg; https://todomusica.com.ar/24433-large_default/img.jpg; https://todomusica.com.ar/24434-large_default/img.jpg;SI;INGRESANDO
5619;DADDARIO Strings;EJ44TT;Set Class Gtr Dynacore Titani Nyl/Silver Comp XHard Tension;Cuerdas y Encordados;>10;33673.09;0.21;0;0.45;59079.436;;https://todomusica.com.ar/30398-large_default/img.jpg;https://todomusica.com.ar/30398-large_default/img.jpg; https://todomusica.com.ar/30399-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ45;Encordado | Clasica | 028-0322-0403-029-038-035 | Nylon | PRO-ARTe | Normal Tension| MCx5;Cuerdas y Encordados;>10;22149.97;0.21;0;0.45;38862.127;;https://todomusica.com.ar/1888-large_default/img.jpg;https://todomusica.com.ar/1888-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ45FF;Encordado | Clasica | 024-0272-0331-028-035-044 | Nylon Dynacore Carbon | PRO-ARTe | Normal Tension MCx5;Cuerdas y Encordados;AGOTADO;34862.79;0.21;0;0.45;61166.771;;https://todomusica.com.ar/15917-large_default/img.jpg;https://todomusica.com.ar/15917-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EJ45TT;Encordado | Clasica | 028-032-040-028-035-044 | Nylon Dynacore Titanium | PRO-ARTe | Normal Tension| MCx5;Cuerdas y Encordados;<10;34862.79;0.21;0;0.45;61166.771;;https://todomusica.com.ar/13103-large_default/img.jpg;https://todomusica.com.ar/13103-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ45-3D;3-PACK PRO-ARTE CLEAR NYLON SILVER;Cuerdas y Encordados;<10;55045.48;0.21;0;0.45;96577.3;;https://todomusica.com.ar/30293-large_default/img.jpg;https://todomusica.com.ar/30293-large_default/img.jpg; https://todomusica.com.ar/30294-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ46;Encordado | Clasica | 029-035-0410-030-036-044 | Nylon | PRO-ARTe | Hard Tension MCx5;Cuerdas y Encordados;>10;22149.97;0.21;0;0.45;38862.127;;https://todomusica.com.ar/25622-large_default/img.jpg;https://todomusica.com.ar/24435-large_default/img.jpg; https://todomusica.com.ar/24437-large_default/img.jpg; https://todomusica.com.ar/24438-large_default/img.jpg; https://todomusica.com.ar/24440-large_default/img.jpg;SI;INGRESANDO
5619;DADDARIO Strings;EJ46C;Encordado | Clasica | 0285-0327-0410-037-029-036-046 | Nylon Composite | PRO-ARTe | Hard Tension MCx5;Cuerdas y Encordados;>10;30521.03;0.21;0;0.45;53549.143;;https://todomusica.com.ar/25623-large_default/img.jpg;https://todomusica.com.ar/24441-large_default/img.jpg; https://todomusica.com.ar/24443-large_default/img.jpg; https://todomusica.com.ar/25623-large_default/img.jpg;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ46FF;Encordado | Clasica | 0248-0280-0339-029-036-046 | Nylon Dynacore Carbon | PRO-ARTe | Hard Tension MCx5;Cuerdas y Encordados;<10;34862.79;0.21;0;0.45;61166.771;;https://todomusica.com.ar/13105-large_default/img.jpg;https://todomusica.com.ar/13105-large_default/img.jpg; https://todomusica.com.ar/24444-large_default/img.jpg; https://todomusica.com.ar/24445-large_default/img.jpg; https://todomusica.com.ar/24447-large_default/img.jpg;SI;
5619;DADDARIO Strings;EJ47;"Set Class Gtr Pro-Arte 
Clear Nylon/80-20 Normal 
Tension";Cuerdas y Encordados;>10;22144.91;0.21;0;0.45;38853.245;;0;0;0;0;0;SI;
5619;DADDARIO Strings;EJ53T;Encordado | Ukelele Tenor | 028-036-036-032 | Nylon |;Cuerdas y Encordados;<10;9777.39;0.21;0;0.45;17154.436;;https://todomusica.com.ar/30513-large_default/img.jpg;https://todomusica.com.ar/30513-large_default/img.jpg; https://todomusica.com.ar/30514-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ83L;"Encordado | Gypsy Jazz  | 010-014-023-026-034-044 | Carbon Steel-Silver Plate |  Ball end  |  Light Tension 
";Cuerdas y Encordados;>10;19259.25;0.21;0;0.45;33790.351;;https://todomusica.com.ar/30318-large_default/img.jpg;https://todomusica.com.ar/30317-large_default/img.jpg; https://todomusica.com.ar/30318-large_default/img.jpg;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EJ83M;Encordado | Gypsy Jazz  | 011-015-024-029-035-045 | Carbon Steel-Silver Plate |  Ball end  |  Medium Tension;Cuerdas y Encordados;>10;19259.25;0.21;0;0.45;33790.351;;https://todomusica.com.ar/30309-large_default/img.jpg;https://todomusica.com.ar/30308-large_default/img.jpg; https://todomusica.com.ar/30309-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ87B;Encordado | Ukelele Baritono  | 028-033-030-035 | Nylon-Titanium | Normal Tension;Cuerdas y Encordados;>10;11494.05;0.21;0;0.45;20166.308;;https://todomusica.com.ar/30375-large_default/img.jpg;https://todomusica.com.ar/30375-large_default/img.jpg; https://todomusica.com.ar/30376-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ87C;Encordado | Ukelele Concert  | 025-033-040-029 | Nylon-Titanium | Normal Tension;Cuerdas y Encordados;>10;9648.86;0.21;0;0.45;16928.929;;https://todomusica.com.ar/30302-large_default/img.jpg;https://todomusica.com.ar/30302-large_default/img.jpg; https://todomusica.com.ar/30303-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ87T;Encordado | Ukelele Tenor  | 029-033-041-029 | Nylon-Titanium | Normal Tension;Cuerdas y Encordados;>10;10187.04;0.21;0;0.45;17873.164;;https://todomusica.com.ar/30304-large_default/img.jpg;https://todomusica.com.ar/30304-large_default/img.jpg; https://todomusica.com.ar/30305-large_default/img.jpg;0;0;SI;
5619;DADDARIO Strings;EJ88UB;Encordado | Bass Ukelele | 094, .118, .165, .197 | Nyltech;Cuerdas y Encordados;>10;28584.37;0.21;0;0.45;50151.281;;0;0;0;0;0;SI;
5619;DADDARIO Strings;EPBB170;Encordado | Bajo 4c. | 044-064-080-100 | Phosphore Bronze | Escala larga |;Cuerdas y Encordados;>10;50202.1;0.21;0;0.45;88079.578;;https://todomusica.com.ar/1224-large_default/img.jpg;https://todomusica.com.ar/1224-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EPN110;Encordado | Electrica | 010-013-017-026-036-046 | Pure Nickel  MCx5;Cuerdas y Encordados;>10;17860.36;0.21;0;0.45;31335.999;;https://todomusica.com.ar/24449-large_default/img.jpg;https://todomusica.com.ar/24448-large_default/img.jpg; https://todomusica.com.ar/24449-large_default/img.jpg; https://todomusica.com.ar/24450-large_default/img.jpg; https://todomusica.com.ar/24452-large_default/img.jpg;SI;INGRESANDO
5619;DADDARIO Strings;EPN120;Encordado | Electrica | 009-011-016-024-032-042 | Pure Nickel  MCx5;Cuerdas y Encordados;>10;16759.67;0.21;0;0.45;29404.839;;https://todomusica.com.ar/1226-large_default/img.jpg;https://todomusica.com.ar/1226-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EPS510;Encordado | Electrica | 010-013-017-026-036-046 | Pro Steel  MCx5;Cuerdas y Encordados;>10;13960.72;0.21;0;0.45;24494.078;;https://todomusica.com.ar/1227-large_default/img.jpg;https://todomusica.com.ar/1227-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EPS520;Encordado | Electrica | 009-011-016-024-032-042 | Pro Steel  MCx5;Cuerdas y Encordados;<10;13069.46;0.21;0;0.45;22930.371;;https://todomusica.com.ar/1228-large_default/img.jpg;https://todomusica.com.ar/1228-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EXL110;Encordado | Electrica | 010-013-017-026--036-046 | Nickel Wound MCx10;Cuerdas y Encordados;>10;12186;0.21;0;0.45;21380.337;;https://todomusica.com.ar/1890-large_default/img.jpg;https://todomusica.com.ar/1890-large_default/img.jpg;0;0;0;SI;INGRESANDO
5619;DADDARIO Strings;EXL110+;Encordado | Electrica | 0105-0135-018-028--038-048 | Nickel Wound  MCx5;Cuerdas y Encordados;>10;12634.84;0.21;0;0.45;22167.829;;https://todomusica.com.ar/1231-large_default/img.jpg;https://todomusica.com.ar/1231-large_default/img.jpg; https://todomusica.com.ar/24455-large_default/img.jpg; https://todomusica.com.ar/24457-large_default/img.jpg; https://todomusica.com.ar/24458-large_default/img.jpg;SI;
5619;DADDARIO Strings;EXL110BT;Encordado | Electrica | 010-0135-017-025-034-046 | Nickel Wound | Balance Tension MCx5;Cuerdas y Encordados;AGOTADO;12634.84;0.21;0;0.45;22167.829;;https://todomusica.com.ar/24461-large_default/img.jpg;https://todomusica.com.ar/24459-large_default/img.jpg; https://todomusica.com.ar/24460-large_default/img.jpg; https://todomusica.com.ar/24461-large_default/img.jpg;0;SI;
5619;DADDARIO Strings;EXL110-E;"Encordado | Electrica | 010-013-017-026--036-046 | Nickel Wound | Extra 1ra cuerda  |  MCx10 
";Cuerdas y Encordados;>10;12673.43;0.21;0;0.45;22235.529;;https://todomusica.com.ar/27718-large_default/img.jpg;https://todomusica.com.ar/27718-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EXL110-3D;Encordado | Electrica | 010-013-017-026-036-046 | Nickel Wound | ProPack 3 Enc. en sobres sueltos;Cuerdas y Encordados;>10;32519.89;0.21;0;0.45;57056.146;;https://todomusica.com.ar/1232-large_default/img.jpg;https://todomusica.com.ar/1232-large_default/img.jpg; https://todomusica.com.ar/24462-large_default/img.jpg; https://todomusica.com.ar/24464-large_default/img.jpg;0;SI;
5619;DADDARIO Strings;EXL110-7;Encordado | Electrica 7c. | 010-013-017-026-036-046-59 | Nickel Wound | P.Guit. 7 cuerdas MCx1;Cuerdas y Encordados;>10;15876.41;0.21;0;0.45;27855.156;;https://todomusica.com.ar/12969-large_default/img.jpg;https://todomusica.com.ar/12969-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EXL115;Encordado | Electrica | 011-014-018-028-038-049 | Nickel Wound  MCx10;Cuerdas y Encordados;>10;12186;0.21;0;0.45;21380.337;;https://todomusica.com.ar/1892-large_default/img.jpg;https://todomusica.com.ar/1892-large_default/img.jpg;0;0;0;SI;
5619;DADDARIO Strings;EXL115BT;Encordado | Electrica | 011-015-019-028-037-050 | Nickel Wound | Balance Tension MCx5;Cuerdas y Encordados;>10;12185.34;0.21;0;0.45;21379.175;;https://todomusica.com.ar/1234-large_default/img.jpg;https://todomusica.com.ar/1234-large_default/img.jpg;0;0;0;SI;
